adresse,Building_Number,repetition,type_voie,Street_Name,Zip_Code,City,Country,Recipient,prompt
boulangerie martin 40 ter avenue des lilas 31000 boulogne-billancourt france,40,ter,avenue,des Lilas,31000,Boulogne-Billancourt,France,Boulangerie Martin,"Parsing: boulangerie martin 40 ter avenue des lilas 31000 boulogne-billancourt france
Champs: {""Building_Number"": 40, ""City"": ""Boulogne-Billancourt"", ""Country"": ""France"", ""Recipient"": ""Boulangerie Martin"", ""Street_Name"": ""des Lilas"", ""Zip_Code"": 31000, ""repetition"": ""ter"", ""type_voie"": ""avenue""}"
M. Morel 90 route de Verdun 69003 Boulogne-Billancourt France,90,,route,de Verdun,69003,Boulogne-Billancourt,France,M. Morel,"Parsing: M. Morel 90 route de Verdun 69003 Boulogne-Billancourt France
Champs: {""Building_Number"": 90, ""City"": ""Boulogne-Billancourt"", ""Country"": ""France"", ""Recipient"": ""M. Morel"", ""Street_Name"": ""de Verdun"", ""Zip_Code"": 69003, ""repetition"": null, ""type_voie"": ""route""}"
mairie de lyon 148 b chemin victor hugo 31000 bordeaux france,148,B,chemin,Victor Hugo,31000,Bordeaux,France,Mairie de Lyon,"Parsing: mairie de lyon 148 b chemin victor hugo 31000 bordeaux france
Champs: {""Building_Number"": 148, ""City"": ""Bordeaux"", ""Country"": ""France"", ""Recipient"": ""Mairie de Lyon"", ""Street_Name"": ""Victor Hugo"", ""Zip_Code"": 31000, ""repetition"": ""B"", ""type_voie"": ""chemin""}"
École Saint-Exupéry 187 ter impasse de la République 75001 Marseille France,187,ter,impasse,de la République,75001,Marseille,France,École Saint-Exupéry,"Parsing: École Saint-Exupéry 187 ter impasse de la République 75001 Marseille France
Champs: {""Building_Number"": 187, ""City"": ""Marseille"", ""Country"": ""France"", ""Recipient"": ""École Saint-Exupéry"", ""Street_Name"": ""de la République"", ""Zip_Code"": 75001, ""repetition"": ""ter"", ""type_voie"": ""impasse""}"
31000 paris jean jaurès france 92 rue a,92,A,rue,Jean Jaurès,31000,Paris,France,,"Parsing: 31000 paris jean jaurès france 92 rue a
Champs: {""Building_Number"": 92, ""City"": ""Paris"", ""Country"": ""France"", ""Recipient"": null, ""Street_Name"": ""Jean Jaurès"", ""Zip_Code"": 31000, ""repetition"": ""A"", ""type_voie"": ""rue""}"
france route 180 jean jaurès nantes mme martin 6000,180,,route,Jean Jaurès,6000,Nantes,France,Mme Martin,"Parsing: france route 180 jean jaurès nantes mme martin 6000
Champs: {""Building_Number"": 180, ""City"": ""Nantes"", ""Country"": ""France"", ""Recipient"": ""Mme Martin"", ""Street_Name"": ""Jean Jaurès"", ""Zip_Code"": 6000, ""repetition"": null, ""type_voie"": ""route""}"
entreprise dupuis 70 ter avenue jean jaurès 75001 lyon france,70,ter,avenue,Jean Jaurès,75001,Lyon,France,Entreprise Dupuis,"Parsing: entreprise dupuis 70 ter avenue jean jaurès 75001 lyon france
Champs: {""Building_Number"": 70, ""City"": ""Lyon"", ""Country"": ""France"", ""Recipient"": ""Entreprise Dupuis"", ""Street_Name"": ""Jean Jaurès"", ""Zip_Code"": 75001, ""repetition"": ""ter"", ""type_voie"": ""avenue""}"
de la république france boulogne-billancourt 44000 m. garnier 71 a boulevard,71,A,boulevard,de la République,44000,Boulogne-Billancourt,France,M. Garnier,"Parsing: de la république france boulogne-billancourt 44000 m. garnier 71 a boulevard
Champs: {""Building_Number"": 71, ""City"": ""Boulogne-Billancourt"", ""Country"": ""France"", ""Recipient"": ""M. Garnier"", ""Street_Name"": ""de la République"", ""Zip_Code"": 44000, ""repetition"": ""A"", ""type_voie"": ""boulevard""}"
M. Garnier 196 route du Général Leclerc 92100 Lyon France,196,,route,du Général Leclerc,92100,Lyon,France,M. Garnier,"Parsing: M. Garnier 196 route du Général Leclerc 92100 Lyon France
Champs: {""Building_Number"": 196, ""City"": ""Lyon"", ""Country"": ""France"", ""Recipient"": ""M. Garnier"", ""Street_Name"": ""du Général Leclerc"", ""Zip_Code"": 92100, ""repetition"": null, ""type_voie"": ""route""}"
sci horizon 139 b impasse de la république 13008 nice france,139,B,impasse,de la République,13008,Nice,France,SCI Horizon,"Parsing: sci horizon 139 b impasse de la république 13008 nice france
Champs: {""Building_Number"": 139, ""City"": ""Nice"", ""Country"": ""France"", ""Recipient"": ""SCI Horizon"", ""Street_Name"": ""de la République"", ""Zip_Code"": 13008, ""repetition"": ""B"", ""type_voie"": ""impasse""}"
67000 route 131 entreprise dupuis france nantes a du général leclerc,131,A,route,du Général Leclerc,67000,Nantes,France,Entreprise Dupuis,"Parsing: 67000 route 131 entreprise dupuis france nantes a du général leclerc
Champs: {""Building_Number"": 131, ""City"": ""Nantes"", ""Country"": ""France"", ""Recipient"": ""Entreprise Dupuis"", ""Street_Name"": ""du Général Leclerc"", ""Zip_Code"": 67000, ""repetition"": ""A"", ""type_voie"": ""route""}"
dupont 30 ter chemin victor hugo 67000 strasbourg france,30,ter,chemin,Victor Hugo,67000,Strasbourg,France,Dupont,"Parsing: dupont 30 ter chemin victor hugo 67000 strasbourg france
Champs: {""Building_Number"": 30, ""City"": ""Strasbourg"", ""Country"": ""France"", ""Recipient"": ""Dupont"", ""Street_Name"": ""Victor Hugo"", ""Zip_Code"": 67000, ""repetition"": ""ter"", ""type_voie"": ""chemin""}"
dr. roux 1 b avenue du général leclerc 13008 strasbourg france,1,B,avenue,du Général Leclerc,13008,Strasbourg,France,Dr. Roux,"Parsing: dr. roux 1 b avenue du général leclerc 13008 strasbourg france
Champs: {""Building_Number"": 1, ""City"": ""Strasbourg"", ""Country"": ""France"", ""Recipient"": ""Dr. Roux"", ""Street_Name"": ""du Général Leclerc"", ""Zip_Code"": 13008, ""repetition"": ""B"", ""type_voie"": ""avenue""}"
SCI Horizon 114 ter boulevard de Verdun 69003 Bordeaux France,114,ter,boulevard,de Verdun,69003,Bordeaux,France,SCI Horizon,"Parsing: SCI Horizon 114 ter boulevard de Verdun 69003 Bordeaux France
Champs: {""Building_Number"": 114, ""City"": ""Bordeaux"", ""Country"": ""France"", ""Recipient"": ""SCI Horizon"", ""Street_Name"": ""de Verdun"", ""Zip_Code"": 69003, ""repetition"": ""ter"", ""type_voie"": ""boulevard""}"
association soleil 147 a avenue de verdun 13008 bordeaux france,147,A,avenue,de Verdun,13008,Bordeaux,France,Association Soleil,"Parsing: association soleil 147 a avenue de verdun 13008 bordeaux france
Champs: {""Building_Number"": 147, ""City"": ""Bordeaux"", ""Country"": ""France"", ""Recipient"": ""Association Soleil"", ""Street_Name"": ""de Verdun"", ""Zip_Code"": 13008, ""repetition"": ""A"", ""type_voie"": ""avenue""}"
École Saint-Exupéry 73 bis impasse des Lilas 6000 Bordeaux France,73,bis,impasse,des Lilas,6000,Bordeaux,France,École Saint-Exupéry,"Parsing: École Saint-Exupéry 73 bis impasse des Lilas 6000 Bordeaux France
Champs: {""Building_Number"": 73, ""City"": ""Bordeaux"", ""Country"": ""France"", ""Recipient"": ""École Saint-Exupéry"", ""Street_Name"": ""des Lilas"", ""Zip_Code"": 6000, ""repetition"": ""bis"", ""type_voie"": ""impasse""}"
sarl lambert 185 bis avenue des lilas 33000 nantes france,185,bis,avenue,des Lilas,33000,Nantes,France,SARL Lambert,"Parsing: sarl lambert 185 bis avenue des lilas 33000 nantes france
Champs: {""Building_Number"": 185, ""City"": ""Nantes"", ""Country"": ""France"", ""Recipient"": ""SARL Lambert"", ""Street_Name"": ""des Lilas"", ""Zip_Code"": 33000, ""repetition"": ""bis"", ""type_voie"": ""avenue""}"
dr. roux 89 b impasse jean jaurès 33000 strasbourg france,89,B,impasse,Jean Jaurès,33000,Strasbourg,France,Dr. Roux,"Parsing: dr. roux 89 b impasse jean jaurès 33000 strasbourg france
Champs: {""Building_Number"": 89, ""City"": ""Strasbourg"", ""Country"": ""France"", ""Recipient"": ""Dr. Roux"", ""Street_Name"": ""Jean Jaurès"", ""Zip_Code"": 33000, ""repetition"": ""B"", ""type_voie"": ""impasse""}"
sarl lambert 4 bis route victor hugo 6000 nice france,4,bis,route,Victor Hugo,6000,Nice,France,SARL Lambert,"Parsing: sarl lambert 4 bis route victor hugo 6000 nice france
Champs: {""Building_Number"": 4, ""City"": ""Nice"", ""Country"": ""France"", ""Recipient"": ""SARL Lambert"", ""Street_Name"": ""Victor Hugo"", ""Zip_Code"": 6000, ""repetition"": ""bis"", ""type_voie"": ""route""}"
france 149 m. morel boulevard du général leclerc 67000 boulogne-billancourt ter,149,ter,boulevard,du Général Leclerc,67000,Boulogne-Billancourt,France,M. Morel,"Parsing: france 149 m. morel boulevard du général leclerc 67000 boulogne-billancourt ter
Champs: {""Building_Number"": 149, ""City"": ""Boulogne-Billancourt"", ""Country"": ""France"", ""Recipient"": ""M. Morel"", ""Street_Name"": ""du Général Leclerc"", ""Zip_Code"": 67000, ""repetition"": ""ter"", ""type_voie"": ""boulevard""}"
Dupont 24 bis rue Jean Jaurès 13008 Marseille France,24,bis,rue,Jean Jaurès,13008,Marseille,France,Dupont,"Parsing: Dupont 24 bis rue Jean Jaurès 13008 Marseille France
Champs: {""Building_Number"": 24, ""City"": ""Marseille"", ""Country"": ""France"", ""Recipient"": ""Dupont"", ""Street_Name"": ""Jean Jaurès"", ""Zip_Code"": 13008, ""repetition"": ""bis"", ""type_voie"": ""rue""}"
13008 france b 73 nantes du général leclerc m. garnier chemin,73,B,chemin,du Général Leclerc,13008,Nantes,France,M. Garnier,"Parsing: 13008 france b 73 nantes du général leclerc m. garnier chemin
Champs: {""Building_Number"": 73, ""City"": ""Nantes"", ""Country"": ""France"", ""Recipient"": ""M. Garnier"", ""Street_Name"": ""du Général Leclerc"", ""Zip_Code"": 13008, ""repetition"": ""B"", ""type_voie"": ""chemin""}"
136 france lyon ter chemin 31000 jean jaurès entreprise dupuis,136,ter,chemin,Jean Jaurès,31000,Lyon,France,Entreprise Dupuis,"Parsing: 136 france lyon ter chemin 31000 jean jaurès entreprise dupuis
Champs: {""Building_Number"": 136, ""City"": ""Lyon"", ""Country"": ""France"", ""Recipient"": ""Entreprise Dupuis"", ""Street_Name"": ""Jean Jaurès"", ""Zip_Code"": 31000, ""repetition"": ""ter"", ""type_voie"": ""chemin""}"
chemin boulogne-billancourt ter 69003 133 france jean jaurès,133,ter,chemin,Jean Jaurès,69003,Boulogne-Billancourt,France,,"Parsing: chemin boulogne-billancourt ter 69003 133 france jean jaurès
Champs: {""Building_Number"": 133, ""City"": ""Boulogne-Billancourt"", ""Country"": ""France"", ""Recipient"": null, ""Street_Name"": ""Jean Jaurès"", ""Zip_Code"": 69003, ""repetition"": ""ter"", ""type_voie"": ""chemin""}"
sci horizon 134 b rue des lilas 44000 marseille france,134,B,rue,des Lilas,44000,Marseille,France,SCI Horizon,"Parsing: sci horizon 134 b rue des lilas 44000 marseille france
Champs: {""Building_Number"": 134, ""City"": ""Marseille"", ""Country"": ""France"", ""Recipient"": ""SCI Horizon"", ""Street_Name"": ""des Lilas"", ""Zip_Code"": 44000, ""repetition"": ""B"", ""type_voie"": ""rue""}"
Pharmacie Centrale 67 chemin Victor Hugo 44000 Toulouse France,67,,chemin,Victor Hugo,44000,Toulouse,France,Pharmacie Centrale,"Parsing: Pharmacie Centrale 67 chemin Victor Hugo 44000 Toulouse France
Champs: {""Building_Number"": 67, ""City"": ""Toulouse"", ""Country"": ""France"", ""Recipient"": ""Pharmacie Centrale"", ""Street_Name"": ""Victor Hugo"", ""Zip_Code"": 44000, ""repetition"": null, ""type_voie"": ""chemin""}"
crèche les poussins 68 b rue victor hugo 69003 lyon france,68,B,rue,Victor Hugo,69003,Lyon,France,Crèche Les Poussins,"Parsing: crèche les poussins 68 b rue victor hugo 69003 lyon france
Champs: {""Building_Number"": 68, ""City"": ""Lyon"", ""Country"": ""France"", ""Recipient"": ""Crèche Les Poussins"", ""Street_Name"": ""Victor Hugo"", ""Zip_Code"": 69003, ""repetition"": ""B"", ""type_voie"": ""rue""}"
Entreprise Dupuis 118 route Jean Jaurès 13008 Bordeaux France,118,,route,Jean Jaurès,13008,Bordeaux,France,Entreprise Dupuis,"Parsing: Entreprise Dupuis 118 route Jean Jaurès 13008 Bordeaux France
Champs: {""Building_Number"": 118, ""City"": ""Bordeaux"", ""Country"": ""France"", ""Recipient"": ""Entreprise Dupuis"", ""Street_Name"": ""Jean Jaurès"", ""Zip_Code"": 13008, ""repetition"": null, ""type_voie"": ""route""}"
chemin France Strasbourg 71 de la République 31000 ter,71,ter,chemin,de la République,31000,Strasbourg,France,,"Parsing: chemin France Strasbourg 71 de la République 31000 ter
Champs: {""Building_Number"": 71, ""City"": ""Strasbourg"", ""Country"": ""France"", ""Recipient"": null, ""Street_Name"": ""de la République"", ""Zip_Code"": 31000, ""repetition"": ""ter"", ""type_voie"": ""chemin""}"
85 B avenue de Verdun 13008 Nantes France,85,B,avenue,de Verdun,13008,Nantes,France,,"Parsing: 85 B avenue de Verdun 13008 Nantes France
Champs: {""Building_Number"": 85, ""City"": ""Nantes"", ""Country"": ""France"", ""Recipient"": null, ""Street_Name"": ""de Verdun"", ""Zip_Code"": 13008, ""repetition"": ""B"", ""type_voie"": ""avenue""}"
4 Clinique du Parc bis Nice 31000 avenue France de Verdun,4,bis,avenue,de Verdun,31000,Nice,France,Clinique du Parc,"Parsing: 4 Clinique du Parc bis Nice 31000 avenue France de Verdun
Champs: {""Building_Number"": 4, ""City"": ""Nice"", ""Country"": ""France"", ""Recipient"": ""Clinique du Parc"", ""Street_Name"": ""de Verdun"", ""Zip_Code"": 31000, ""repetition"": ""bis"", ""type_voie"": ""avenue""}"
rue lyon 124 69003 m. morel jean jaurès france ter,124,ter,rue,Jean Jaurès,69003,Lyon,France,M. Morel,"Parsing: rue lyon 124 69003 m. morel jean jaurès france ter
Champs: {""Building_Number"": 124, ""City"": ""Lyon"", ""Country"": ""France"", ""Recipient"": ""M. Morel"", ""Street_Name"": ""Jean Jaurès"", ""Zip_Code"": 69003, ""repetition"": ""ter"", ""type_voie"": ""rue""}"
a lyon france chemin société leroy 14 du général leclerc 75001,14,A,chemin,du Général Leclerc,75001,Lyon,France,Société Leroy,"Parsing: a lyon france chemin société leroy 14 du général leclerc 75001
Champs: {""Building_Number"": 14, ""City"": ""Lyon"", ""Country"": ""France"", ""Recipient"": ""Société Leroy"", ""Street_Name"": ""du Général Leclerc"", ""Zip_Code"": 75001, ""repetition"": ""A"", ""type_voie"": ""chemin""}"
35 bis boulevard du général leclerc 92100 nice france,35,bis,boulevard,du Général Leclerc,92100,Nice,France,,"Parsing: 35 bis boulevard du général leclerc 92100 nice france
Champs: {""Building_Number"": 35, ""City"": ""Nice"", ""Country"": ""France"", ""Recipient"": null, ""Street_Name"": ""du Général Leclerc"", ""Zip_Code"": 92100, ""repetition"": ""bis"", ""type_voie"": ""boulevard""}"
des Lilas Toulouse France 8 75001 impasse,8,,impasse,des Lilas,75001,Toulouse,France,,"Parsing: des Lilas Toulouse France 8 75001 impasse
Champs: {""Building_Number"": 8, ""City"": ""Toulouse"", ""Country"": ""France"", ""Recipient"": null, ""Street_Name"": ""des Lilas"", ""Zip_Code"": 75001, ""repetition"": null, ""type_voie"": ""impasse""}"
entreprise dupuis 93 bis rue du général leclerc 44000 toulouse france,93,bis,rue,du Général Leclerc,44000,Toulouse,France,Entreprise Dupuis,"Parsing: entreprise dupuis 93 bis rue du général leclerc 44000 toulouse france
Champs: {""Building_Number"": 93, ""City"": ""Toulouse"", ""Country"": ""France"", ""Recipient"": ""Entreprise Dupuis"", ""Street_Name"": ""du Général Leclerc"", ""Zip_Code"": 44000, ""repetition"": ""bis"", ""type_voie"": ""rue""}"
186 pharmacie centrale rue 75001 france du général leclerc a toulouse,186,A,rue,du Général Leclerc,75001,Toulouse,France,Pharmacie Centrale,"Parsing: 186 pharmacie centrale rue 75001 france du général leclerc a toulouse
Champs: {""Building_Number"": 186, ""City"": ""Toulouse"", ""Country"": ""France"", ""Recipient"": ""Pharmacie Centrale"", ""Street_Name"": ""du Général Leclerc"", ""Zip_Code"": 75001, ""repetition"": ""A"", ""type_voie"": ""rue""}"
75001 Clinique du Parc rue Toulouse 171 ter France des Lilas,171,ter,rue,des Lilas,75001,Toulouse,France,Clinique du Parc,"Parsing: 75001 Clinique du Parc rue Toulouse 171 ter France des Lilas
Champs: {""Building_Number"": 171, ""City"": ""Toulouse"", ""Country"": ""France"", ""Recipient"": ""Clinique du Parc"", ""Street_Name"": ""des Lilas"", ""Zip_Code"": 75001, ""repetition"": ""ter"", ""type_voie"": ""rue""}"
ter Toulouse Victor Hugo 44000 impasse France 153,153,ter,impasse,Victor Hugo,44000,Toulouse,France,,"Parsing: ter Toulouse Victor Hugo 44000 impasse France 153
Champs: {""Building_Number"": 153, ""City"": ""Toulouse"", ""Country"": ""France"", ""Recipient"": null, ""Street_Name"": ""Victor Hugo"", ""Zip_Code"": 44000, ""repetition"": ""ter"", ""type_voie"": ""impasse""}"
m. morel 166 ter rue jean jaurès 69003 paris france,166,ter,rue,Jean Jaurès,69003,Paris,France,M. Morel,"Parsing: m. morel 166 ter rue jean jaurès 69003 paris france
Champs: {""Building_Number"": 166, ""City"": ""Paris"", ""Country"": ""France"", ""Recipient"": ""M. Morel"", ""Street_Name"": ""Jean Jaurès"", ""Zip_Code"": 69003, ""repetition"": ""ter"", ""type_voie"": ""rue""}"
Mme Martin 44 bis route des Lilas 6000 Boulogne-Billancourt France,44,bis,route,des Lilas,6000,Boulogne-Billancourt,France,Mme Martin,"Parsing: Mme Martin 44 bis route des Lilas 6000 Boulogne-Billancourt France
Champs: {""Building_Number"": 44, ""City"": ""Boulogne-Billancourt"", ""Country"": ""France"", ""Recipient"": ""Mme Martin"", ""Street_Name"": ""des Lilas"", ""Zip_Code"": 6000, ""repetition"": ""bis"", ""type_voie"": ""route""}"
garage peugeot 128 a rue de la république 6000 strasbourg france,128,A,rue,de la République,6000,Strasbourg,France,Garage Peugeot,"Parsing: garage peugeot 128 a rue de la république 6000 strasbourg france
Champs: {""Building_Number"": 128, ""City"": ""Strasbourg"", ""Country"": ""France"", ""Recipient"": ""Garage Peugeot"", ""Street_Name"": ""de la République"", ""Zip_Code"": 6000, ""repetition"": ""A"", ""type_voie"": ""rue""}"
france boulevard lyon entreprise dupuis des lilas b 89 6000,89,B,boulevard,des Lilas,6000,Lyon,France,Entreprise Dupuis,"Parsing: france boulevard lyon entreprise dupuis des lilas b 89 6000
Champs: {""Building_Number"": 89, ""City"": ""Lyon"", ""Country"": ""France"", ""Recipient"": ""Entreprise Dupuis"", ""Street_Name"": ""des Lilas"", ""Zip_Code"": 6000, ""repetition"": ""B"", ""type_voie"": ""boulevard""}"
SARL Lambert 4 bis avenue Victor Hugo 13008 Bordeaux France,4,bis,avenue,Victor Hugo,13008,Bordeaux,France,SARL Lambert,"Parsing: SARL Lambert 4 bis avenue Victor Hugo 13008 Bordeaux France
Champs: {""Building_Number"": 4, ""City"": ""Bordeaux"", ""Country"": ""France"", ""Recipient"": ""SARL Lambert"", ""Street_Name"": ""Victor Hugo"", ""Zip_Code"": 13008, ""repetition"": ""bis"", ""type_voie"": ""avenue""}"
france lyon 31000 impasse bis de la république 102,102,bis,impasse,de la République,31000,Lyon,France,,"Parsing: france lyon 31000 impasse bis de la république 102
Champs: {""Building_Number"": 102, ""City"": ""Lyon"", ""Country"": ""France"", ""Recipient"": null, ""Street_Name"": ""de la République"", ""Zip_Code"": 31000, ""repetition"": ""bis"", ""type_voie"": ""impasse""}"
Victor Hugo France 92100 174 M. Durant Nice impasse bis,174,bis,impasse,Victor Hugo,92100,Nice,France,M. Durant,"Parsing: Victor Hugo France 92100 174 M. Durant Nice impasse bis
Champs: {""Building_Number"": 174, ""City"": ""Nice"", ""Country"": ""France"", ""Recipient"": ""M. Durant"", ""Street_Name"": ""Victor Hugo"", ""Zip_Code"": 92100, ""repetition"": ""bis"", ""type_voie"": ""impasse""}"
boulevard bis de verdun 6000 163 paris france,163,bis,boulevard,de Verdun,6000,Paris,France,,"Parsing: boulevard bis de verdun 6000 163 paris france
Champs: {""Building_Number"": 163, ""City"": ""Paris"", ""Country"": ""France"", ""Recipient"": null, ""Street_Name"": ""de Verdun"", ""Zip_Code"": 6000, ""repetition"": ""bis"", ""type_voie"": ""boulevard""}"
63 ter impasse des lilas 6000 strasbourg france,63,ter,impasse,des Lilas,6000,Strasbourg,France,,"Parsing: 63 ter impasse des lilas 6000 strasbourg france
Champs: {""Building_Number"": 63, ""City"": ""Strasbourg"", ""Country"": ""France"", ""Recipient"": null, ""Street_Name"": ""des Lilas"", ""Zip_Code"": 6000, ""repetition"": ""ter"", ""type_voie"": ""impasse""}"
boulevard des Lilas ter 67000 Clinique du Parc Bordeaux France 26,26,ter,boulevard,des Lilas,67000,Bordeaux,France,Clinique du Parc,"Parsing: boulevard des Lilas ter 67000 Clinique du Parc Bordeaux France 26
Champs: {""Building_Number"": 26, ""City"": ""Bordeaux"", ""Country"": ""France"", ""Recipient"": ""Clinique du Parc"", ""Street_Name"": ""des Lilas"", ""Zip_Code"": 67000, ""repetition"": ""ter"", ""type_voie"": ""boulevard""}"
Clinique du Parc 4 A route Victor Hugo 31000 Nice France,4,A,route,Victor Hugo,31000,Nice,France,Clinique du Parc,"Parsing: Clinique du Parc 4 A route Victor Hugo 31000 Nice France
Champs: {""Building_Number"": 4, ""City"": ""Nice"", ""Country"": ""France"", ""Recipient"": ""Clinique du Parc"", ""Street_Name"": ""Victor Hugo"", ""Zip_Code"": 31000, ""repetition"": ""A"", ""type_voie"": ""route""}"
SARL Lambert 112 impasse des Lilas 6000 Marseille France,112,,impasse,des Lilas,6000,Marseille,France,SARL Lambert,"Parsing: SARL Lambert 112 impasse des Lilas 6000 Marseille France
Champs: {""Building_Number"": 112, ""City"": ""Marseille"", ""Country"": ""France"", ""Recipient"": ""SARL Lambert"", ""Street_Name"": ""des Lilas"", ""Zip_Code"": 6000, ""repetition"": null, ""type_voie"": ""impasse""}"
Société Leroy 179 chemin Victor Hugo 69003 Nice France,179,,chemin,Victor Hugo,69003,Nice,France,Société Leroy,"Parsing: Société Leroy 179 chemin Victor Hugo 69003 Nice France
Champs: {""Building_Number"": 179, ""City"": ""Nice"", ""Country"": ""France"", ""Recipient"": ""Société Leroy"", ""Street_Name"": ""Victor Hugo"", ""Zip_Code"": 69003, ""repetition"": null, ""type_voie"": ""chemin""}"
boulevard toulouse france jean jaurès 153 31000 a,153,A,boulevard,Jean Jaurès,31000,Toulouse,France,,"Parsing: boulevard toulouse france jean jaurès 153 31000 a
Champs: {""Building_Number"": 153, ""City"": ""Toulouse"", ""Country"": ""France"", ""Recipient"": null, ""Street_Name"": ""Jean Jaurès"", ""Zip_Code"": 31000, ""repetition"": ""A"", ""type_voie"": ""boulevard""}"
92100 rue france 132 m. durant de la république toulouse,132,,rue,de la République,92100,Toulouse,France,M. Durant,"Parsing: 92100 rue france 132 m. durant de la république toulouse
Champs: {""Building_Number"": 132, ""City"": ""Toulouse"", ""Country"": ""France"", ""Recipient"": ""M. Durant"", ""Street_Name"": ""de la République"", ""Zip_Code"": 92100, ""repetition"": null, ""type_voie"": ""rue""}"
sarl lambert 177 b avenue de la république 69003 toulouse france,177,B,avenue,de la République,69003,Toulouse,France,SARL Lambert,"Parsing: sarl lambert 177 b avenue de la république 69003 toulouse france
Champs: {""Building_Number"": 177, ""City"": ""Toulouse"", ""Country"": ""France"", ""Recipient"": ""SARL Lambert"", ""Street_Name"": ""de la République"", ""Zip_Code"": 69003, ""repetition"": ""B"", ""type_voie"": ""avenue""}"
M. Morel 31 A chemin de Verdun 92100 Boulogne-Billancourt France,31,A,chemin,de Verdun,92100,Boulogne-Billancourt,France,M. Morel,"Parsing: M. Morel 31 A chemin de Verdun 92100 Boulogne-Billancourt France
Champs: {""Building_Number"": 31, ""City"": ""Boulogne-Billancourt"", ""Country"": ""France"", ""Recipient"": ""M. Morel"", ""Street_Name"": ""de Verdun"", ""Zip_Code"": 92100, ""repetition"": ""A"", ""type_voie"": ""chemin""}"
Pharmacie Centrale 25 A boulevard Victor Hugo 6000 Marseille France,25,A,boulevard,Victor Hugo,6000,Marseille,France,Pharmacie Centrale,"Parsing: Pharmacie Centrale 25 A boulevard Victor Hugo 6000 Marseille France
Champs: {""Building_Number"": 25, ""City"": ""Marseille"", ""Country"": ""France"", ""Recipient"": ""Pharmacie Centrale"", ""Street_Name"": ""Victor Hugo"", ""Zip_Code"": 6000, ""repetition"": ""A"", ""type_voie"": ""boulevard""}"
nice m. durant 167 jean jaurès chemin france 13008,167,,chemin,Jean Jaurès,13008,Nice,France,M. Durant,"Parsing: nice m. durant 167 jean jaurès chemin france 13008
Champs: {""Building_Number"": 167, ""City"": ""Nice"", ""Country"": ""France"", ""Recipient"": ""M. Durant"", ""Street_Name"": ""Jean Jaurès"", ""Zip_Code"": 13008, ""repetition"": null, ""type_voie"": ""chemin""}"
154 a boulevard du général leclerc 6000 toulouse france,154,A,boulevard,du Général Leclerc,6000,Toulouse,France,,"Parsing: 154 a boulevard du général leclerc 6000 toulouse france
Champs: {""Building_Number"": 154, ""City"": ""Toulouse"", ""Country"": ""France"", ""Recipient"": null, ""Street_Name"": ""du Général Leclerc"", ""Zip_Code"": 6000, ""repetition"": ""A"", ""type_voie"": ""boulevard""}"
France SCI Horizon des Lilas Boulogne-Billancourt rue 133 13008,133,,rue,des Lilas,13008,Boulogne-Billancourt,France,SCI Horizon,"Parsing: France SCI Horizon des Lilas Boulogne-Billancourt rue 133 13008
Champs: {""Building_Number"": 133, ""City"": ""Boulogne-Billancourt"", ""Country"": ""France"", ""Recipient"": ""SCI Horizon"", ""Street_Name"": ""des Lilas"", ""Zip_Code"": 13008, ""repetition"": null, ""type_voie"": ""rue""}"
toulouse de la république impasse 200 france entreprise dupuis 31000,200,,impasse,de la République,31000,Toulouse,France,Entreprise Dupuis,"Parsing: toulouse de la république impasse 200 france entreprise dupuis 31000
Champs: {""Building_Number"": 200, ""City"": ""Toulouse"", ""Country"": ""France"", ""Recipient"": ""Entreprise Dupuis"", ""Street_Name"": ""de la République"", ""Zip_Code"": 31000, ""repetition"": null, ""type_voie"": ""impasse""}"
garage peugeot 25 b route de verdun 31000 nantes france,25,B,route,de Verdun,31000,Nantes,France,Garage Peugeot,"Parsing: garage peugeot 25 b route de verdun 31000 nantes france
Champs: {""Building_Number"": 25, ""City"": ""Nantes"", ""Country"": ""France"", ""Recipient"": ""Garage Peugeot"", ""Street_Name"": ""de Verdun"", ""Zip_Code"": 31000, ""repetition"": ""B"", ""type_voie"": ""route""}"
69003 Mme Martin Victor Hugo B Boulogne-Billancourt boulevard France 25,25,B,boulevard,Victor Hugo,69003,Boulogne-Billancourt,France,Mme Martin,"Parsing: 69003 Mme Martin Victor Hugo B Boulogne-Billancourt boulevard France 25
Champs: {""Building_Number"": 25, ""City"": ""Boulogne-Billancourt"", ""Country"": ""France"", ""Recipient"": ""Mme Martin"", ""Street_Name"": ""Victor Hugo"", ""Zip_Code"": 69003, ""repetition"": ""B"", ""type_voie"": ""boulevard""}"
b 13008 23 mairie de lyon du général leclerc boulogne-billancourt france boulevard,23,B,boulevard,du Général Leclerc,13008,Boulogne-Billancourt,France,Mairie de Lyon,"Parsing: b 13008 23 mairie de lyon du général leclerc boulogne-billancourt france boulevard
Champs: {""Building_Number"": 23, ""City"": ""Boulogne-Billancourt"", ""Country"": ""France"", ""Recipient"": ""Mairie de Lyon"", ""Street_Name"": ""du Général Leclerc"", ""Zip_Code"": 13008, ""repetition"": ""B"", ""type_voie"": ""boulevard""}"
